id,year,memnum,wrkslf,age,agekdbrn,degree,sex,class,polactions,racehisp
359,2004,0,Work For Someone Else,57,27,College Degree,Female,Working,0,Other
360,2004,4,Work For Someone Else,32,19,HS Diploma,Female,Working,3,Hispanic
361,2004,3,Work For Someone Else,42,23,HS Diploma,Female,Middle,2,Other
362,2004,NA,Work For Someone Else,46,NA,HS Diploma,Male,Working,NA,Other
363,2004,5,Work For Someone Else,48,32,HS Diploma,Female,Middle,5,White
364,2004,NA,Work For Someone Else,30,NA,Grad/Prof Degree,Female,Working,NA,Other
365,2004,2,Work For Someone Else,51,37,Grad/Prof Degree,Male,Middle,0,White
366,2004,2,Work For Someone Else,89,25,College Degree,Male,Middle,1,White
367,2004,NA,Work For Someone Else,38,32,College Degree,Female,Middle,NA,White
368,2004,NA,Work For Someone Else,27,27,Some College,Male,Working,NA,White
369,2004,0,Work For Someone Else,47,NA,Less Than HS,Male,Middle,0,Other
370,2004,2,Work For Someone Else,53,39,College Degree,Female,Middle,6,White
371,2004,NA,Work For Someone Else,49,31,HS Diploma,Female,Working,NA,White
372,2004,0,Work For Someone Else,66,19,HS Diploma,Female,Middle,6,White
373,2004,4,Work For Someone Else,68,26,Grad/Prof Degree,Female,Middle,7,White
374,2004,0,Self Employed,55,20,HS Diploma,Male,Working,6,White
375,2004,2,Work For Someone Else,32,32,Grad/Prof Degree,Female,Middle,4,White
376,2004,NA,Self Employed,53,27,HS Diploma,Male,Middle,NA,White
377,2004,2,Self Employed,44,33,College Degree,Male,Middle,3,White
378,2004,0,Work For Someone Else,67,20,HS Diploma,Female,Lower,0,White
379,2004,NA,Work For Someone Else,44,NA,HS Diploma,Male,Working,NA,Hispanic
380,2004,NA,Work For Someone Else,46,27,Less Than HS,Male,Working,NA,White
381,2004,4,Work For Someone Else,38,35,College Degree,Female,Middle,4,White
382,2004,2,Work For Someone Else,69,24,College Degree,Male,Middle,4,White
383,2004,NA,Self Employed,61,20,Grad/Prof Degree,Female,Upper,NA,White
384,2004,NA,Work For Someone Else,29,NA,HS Diploma,Male,Middle,NA,Other
385,2004,2,Work For Someone Else,40,22,Grad/Prof Degree,Female,Middle,0,White
386,2004,0,Work For Someone Else,32,NA,College Degree,Male,Working,1,Other
387,2004,1,Work For Someone Else,37,NA,College Degree,Female,Upper,7,White
388,2004,0,Work For Someone Else,29,20,Less Than HS,Female,Middle,0,Other
389,2004,NA,Work For Someone Else,43,NA,HS Diploma,Female,Middle,NA,White
390,2004,0,Work For Someone Else,23,NA,HS Diploma,Male,Middle,0,Black
391,2004,2,Work For Someone Else,50,NA,HS Diploma,Female,Lower,7,Hispanic
392,2004,0,Work For Someone Else,29,26,College Degree,Male,Working,4,White
393,2004,3,Work For Someone Else,48,22,HS Diploma,Male,Middle,8,Black
394,2004,5,Work For Someone Else,86,24,College Degree,Male,Middle,8,White
395,2004,NA,Work For Someone Else,38,NA,Less Than HS,Male,Lower,NA,White
396,2004,1,Self Employed,48,NA,HS Diploma,Female,Middle,2,Hispanic
397,2004,0,Work For Someone Else,62,23,Some College,Female,Middle,6,White
398,2004,NA,Work For Someone Else,55,30,HS Diploma,Female,Working,NA,White
399,2004,NA,Self Employed,39,25,HS Diploma,Male,Middle,NA,White
400,2004,NA,Work For Someone Else,22,NA,HS Diploma,Male,Middle,NA,White
401,2004,1,Work For Someone Else,43,29,HS Diploma,Female,Working,1,Hispanic
402,2004,6,Work For Someone Else,56,NA,College Degree,Male,Upper,7,White
403,2004,3,Work For Someone Else,38,NA,College Degree,Female,Middle,6,White
404,2004,NA,Self Employed,32,30,Some College,Female,Middle,NA,White
405,2004,NA,Work For Someone Else,49,NA,College Degree,Male,Middle,NA,White
406,2004,NA,Self Employed,49,NA,HS Diploma,Male,Lower,NA,White
407,2004,1,Work For Someone Else,72,24,College Degree,Male,Middle,8,White
408,2004,NA,Self Employed,53,NA,HS Diploma,Male,Working,NA,White
409,2004,3,Work For Someone Else,59,28,Grad/Prof Degree,Female,Middle,6,White
410,2004,4,Self Employed,84,28,College Degree,Male,Middle,0,White
411,2004,NA,Work For Someone Else,60,NA,HS Diploma,Female,Middle,NA,White
412,2004,2,Work For Someone Else,21,NA,HS Diploma,Female,Middle,1,White
413,2004,4,NA,23,NA,College Degree,Female,Middle,3,White
414,2004,7,NA,24,NA,Grad/Prof Degree,Female,Middle,6,White
415,2004,NA,Work For Someone Else,55,NA,HS Diploma,Female,Lower,NA,Black
416,2004,NA,Work For Someone Else,41,28,HS Diploma,Female,Working,NA,Black
417,2004,0,Work For Someone Else,29,NA,Less Than HS,Male,Lower,1,Other
418,2004,1,Work For Someone Else,35,17,HS Diploma,Female,Working,5,Black
419,2004,0,Work For Someone Else,35,24,HS Diploma,Female,Working,2,White
420,2004,1,Work For Someone Else,34,27,HS Diploma,Male,Middle,2,Black
421,2004,NA,NA,36,26,Some College,Female,Working,NA,Hispanic
422,2004,8,Work For Someone Else,57,NA,College Degree,Female,Middle,3,Black
423,2004,NA,Work For Someone Else,21,20,HS Diploma,Female,Working,NA,Black
424,2004,6,Work For Someone Else,42,33,College Degree,Male,Middle,6,Black
425,2004,0,Work For Someone Else,53,27,HS Diploma,Male,Middle,6,Black
426,2004,NA,Work For Someone Else,44,NA,Grad/Prof Degree,Male,Working,NA,Black
427,2004,0,Work For Someone Else,28,NA,HS Diploma,Female,Working,3,White
428,2004,NA,Work For Someone Else,43,NA,HS Diploma,Male,Working,NA,White
429,2004,NA,Work For Someone Else,68,24,HS Diploma,Female,Middle,NA,White
430,2004,NA,Work For Someone Else,66,NA,HS Diploma,Male,Middle,NA,White
431,2004,4,Work For Someone Else,28,28,College Degree,Female,Middle,4,White
432,2004,NA,Work For Someone Else,82,NA,College Degree,Male,Middle,NA,White
433,2004,1,Work For Someone Else,57,42,Grad/Prof Degree,Male,Middle,2,White
434,2004,4,Work For Someone Else,38,36,Grad/Prof Degree,Male,Middle,5,White
435,2004,5,Work For Someone Else,45,24,College Degree,Female,Middle,4,White
436,2004,0,Work For Someone Else,88,35,HS Diploma,Male,Middle,0,White
437,2004,NA,Work For Someone Else,52,29,Grad/Prof Degree,Male,Middle,NA,White
438,2004,NA,Work For Someone Else,47,20,HS Diploma,Male,Middle,NA,White
439,2004,NA,Work For Someone Else,34,30,HS Diploma,Female,Middle,NA,White
440,2004,NA,Work For Someone Else,50,30,Grad/Prof Degree,Male,Middle,NA,White
441,2004,1,Work For Someone Else,44,26,HS Diploma,Male,Middle,0,White
442,2004,5,Work For Someone Else,81,23,Grad/Prof Degree,Female,Middle,6,White
443,2004,4,Work For Someone Else,66,26,Grad/Prof Degree,Male,Middle,5,White
444,2004,NA,Work For Someone Else,44,27,Grad/Prof Degree,Female,Middle,NA,White
445,2004,0,Work For Someone Else,67,22,HS Diploma,Female,Working,3,White
446,2004,3,Work For Someone Else,46,32,HS Diploma,Female,Middle,2,White
447,2004,1,Work For Someone Else,56,26,HS Diploma,Male,Middle,5,White
448,2004,1,Self Employed,25,NA,HS Diploma,Male,Middle,6,White
449,2004,9,Work For Someone Else,41,26,Some College,Female,Middle,4,White
450,2004,0,NA,18,NA,Less Than HS,Female,Middle,2,White
451,2004,NA,Work For Someone Else,59,18,HS Diploma,Male,Middle,NA,White
452,2004,NA,NA,33,NA,College Degree,Male,Upper,NA,White
453,2004,1,Work For Someone Else,25,NA,HS Diploma,Male,Working,1,Black
454,2004,NA,Work For Someone Else,59,22,HS Diploma,Female,Working,NA,White
455,2004,NA,NA,22,15,Less Than HS,Female,Working,NA,Black
456,2004,NA,Work For Someone Else,30,24,College Degree,Female,Working,NA,Hispanic
457,2004,4,Work For Someone Else,38,19,Some College,Female,Lower,1,Black
458,2004,NA,Work For Someone Else,45,20,HS Diploma,Female,Working,NA,White
459,2004,NA,Work For Someone Else,89,34,HS Diploma,Female,Working,NA,White
460,2004,0,Work For Someone Else,66,31,College Degree,Male,Middle,4,White
461,2004,NA,Work For Someone Else,35,NA,College Degree,Male,Working,NA,White
462,2004,2,Work For Someone Else,28,NA,Grad/Prof Degree,Male,Upper,4,White
463,2004,NA,Work For Someone Else,45,24,Grad/Prof Degree,Male,Upper,NA,White
464,2004,NA,Work For Someone Else,28,NA,College Degree,Female,Working,NA,White
465,2004,0,Work For Someone Else,33,15,Less Than HS,Female,Working,0,Hispanic
466,2004,2,NA,45,20,HS Diploma,Female,Working,0,Black
467,2004,1,Work For Someone Else,40,25,Some College,Male,Working,5,Black
468,2004,0,Self Employed,36,20,HS Diploma,Female,Working,1,Black
469,2004,NA,Work For Someone Else,45,24,College Degree,Female,Working,NA,Black
470,2004,1,Work For Someone Else,61,20,HS Diploma,Female,Working,2,White
471,2004,0,Work For Someone Else,73,21,HS Diploma,Female,Middle,0,White
472,2004,2,Work For Someone Else,59,21,Grad/Prof Degree,Female,Middle,4,White
473,2004,NA,Work For Someone Else,67,51,Grad/Prof Degree,Male,Working,NA,White
474,2004,1,Work For Someone Else,30,22,HS Diploma,Female,Working,0,Other
475,2004,0,Work For Someone Else,56,NA,HS Diploma,Male,Working,5,White
476,2004,2,Work For Someone Else,80,25,HS Diploma,Female,Middle,5,White
477,2004,1,NA,45,19,HS Diploma,Female,Upper,1,Black
478,2004,0,Work For Someone Else,19,NA,Less Than HS,Female,Working,0,Hispanic
479,2004,NA,Work For Someone Else,43,24,Less Than HS,Female,Lower,NA,White
480,2004,NA,Work For Someone Else,36,22,HS Diploma,Female,Working,NA,Hispanic
481,2004,NA,Work For Someone Else,61,NA,Some College,Male,Working,NA,White
482,2004,NA,Work For Someone Else,44,NA,Some College,Male,Middle,NA,Hispanic
483,2004,NA,NA,80,26,Less Than HS,Female,Middle,NA,White
484,2004,NA,Work For Someone Else,33,NA,College Degree,Male,Working,NA,Hispanic
485,2004,0,Work For Someone Else,19,NA,HS Diploma,Female,Working,1,Hispanic
486,2004,1,Work For Someone Else,40,34,HS Diploma,Male,Working,1,White
487,2004,1,Work For Someone Else,34,26,Some College,Female,Lower,2,Hispanic
488,2004,1,Work For Someone Else,56,NA,HS Diploma,Male,Working,1,Black
489,2004,2,Work For Someone Else,45,19,Less Than HS,Female,Middle,3,Black
490,2004,2,Work For Someone Else,33,27,HS Diploma,Female,Middle,3,Black
491,2004,NA,Work For Someone Else,26,20,HS Diploma,Female,Working,NA,Black
492,2004,1,Work For Someone Else,69,17,Less Than HS,Male,Working,1,Black
493,2004,NA,Work For Someone Else,48,NA,HS Diploma,Male,Middle,NA,Black
494,2004,NA,Work For Someone Else,39,20,HS Diploma,Female,Lower,NA,Black
495,2004,NA,Work For Someone Else,32,NA,Some College,Female,Lower,NA,Black
496,2004,NA,Work For Someone Else,44,19,Less Than HS,Female,Lower,NA,Black
497,2004,NA,Work For Someone Else,21,NA,HS Diploma,Male,Lower,NA,Black
498,2004,NA,Work For Someone Else,22,18,Some College,Female,Working,NA,Black
499,2004,0,Work For Someone Else,63,20,Less Than HS,Female,Lower,0,Black
500,2004,NA,NA,20,17,HS Diploma,Female,Working,NA,Black
501,2004,1,Work For Someone Else,21,20,HS Diploma,Female,Working,0,Black
502,2004,0,Work For Someone Else,30,19,Less Than HS,Female,Middle,0,Black
503,2004,NA,Work For Someone Else,45,NA,Some College,Female,Middle,NA,White
504,2004,1,Work For Someone Else,43,NA,HS Diploma,Male,Working,0,White
505,2004,NA,Work For Someone Else,43,34,Some College,Female,Working,NA,White
506,2004,NA,Work For Someone Else,23,NA,HS Diploma,Male,Working,NA,White
507,2004,NA,Work For Someone Else,57,22,Some College,Female,Lower,NA,White
508,2004,NA,NA,75,27,HS Diploma,Female,Middle,NA,White
509,2004,8,Work For Someone Else,22,NA,Some College,Female,Middle,6,Other
510,2004,NA,Work For Someone Else,33,30,College Degree,Female,Middle,1,Other
511,2004,0,Work For Someone Else,27,24,HS Diploma,Male,Middle,2,White
512,2004,2,Work For Someone Else,19,NA,Less Than HS,Male,Middle,1,Black
513,2004,NA,NA,20,NA,Less Than HS,Female,Middle,NA,Black
514,2004,0,Work For Someone Else,44,18,HS Diploma,Female,Lower,1,Black
515,2004,1,Work For Someone Else,33,18,Some College,Female,Lower,2,Black
516,2004,0,Work For Someone Else,40,17,HS Diploma,Female,Middle,1,Black
517,2004,NA,Work For Someone Else,20,NA,Some College,Female,Working,NA,Black
518,2004,NA,Work For Someone Else,19,NA,HS Diploma,Female,Working,NA,Black
519,2004,4,Work For Someone Else,76,14,Less Than HS,Female,Middle,4,Black
520,2004,NA,Self Employed,22,NA,HS Diploma,Male,Lower,NA,Black
521,2004,NA,Work For Someone Else,40,30,College Degree,Male,Working,NA,Black
522,2004,0,Work For Someone Else,33,29,College Degree,Female,Middle,2,Black
523,2004,0,Work For Someone Else,24,NA,HS Diploma,Female,Working,0,Black
524,2004,NA,Work For Someone Else,64,26,HS Diploma,Female,Middle,NA,Black
525,2004,1,Work For Someone Else,47,25,Grad/Prof Degree,Female,Working,0,White
526,2004,NA,Self Employed,42,28,HS Diploma,Female,Working,NA,White
527,2004,NA,Work For Someone Else,19,NA,Less Than HS,Male,Working,NA,White
528,2004,0,Work For Someone Else,56,NA,Less Than HS,Male,Middle,0,White
529,2004,NA,NA,44,27,Grad/Prof Degree,Female,Middle,NA,White
530,2004,1,Work For Someone Else,40,21,Some College,Female,Working,3,White
531,2004,NA,NA,62,25,HS Diploma,Female,Upper,NA,White
532,2004,NA,Self Employed,49,28,College Degree,Male,Middle,NA,White
533,2004,NA,Work For Someone Else,34,27,College Degree,Male,Middle,NA,Other
534,2004,3,Work For Someone Else,47,NA,Grad/Prof Degree,Male,Middle,3,White
535,2004,0,Work For Someone Else,NA,35,Grad/Prof Degree,Male,Middle,3,Other
536,2004,NA,Work For Someone Else,23,18,Less Than HS,Male,Lower,NA,Hispanic
537,2004,0,Work For Someone Else,22,20,HS Diploma,Male,Working,2,White
538,2004,NA,Work For Someone Else,27,NA,HS Diploma,Male,Working,NA,White
539,2004,0,Work For Someone Else,34,33,College Degree,Male,Middle,1,White
540,2004,3,Work For Someone Else,38,NA,HS Diploma,Female,Working,3,White
541,2004,NA,NA,79,18,Less Than HS,Female,Working,NA,White
542,2004,5,Work For Someone Else,47,22,College Degree,Female,Middle,5,White
543,2004,NA,Work For Someone Else,46,20,HS Diploma,Female,Working,NA,Hispanic
544,2004,2,Work For Someone Else,31,23,HS Diploma,Female,Middle,2,White
545,2004,4,Work For Someone Else,34,32,College Degree,Male,Working,2,White
546,2004,2,Work For Someone Else,25,NA,College Degree,Male,Middle,0,Hispanic
547,2004,NA,Work For Someone Else,40,30,College Degree,Male,Middle,NA,White
548,2004,NA,Work For Someone Else,NA,21,HS Diploma,Female,Middle,NA,Black
549,2004,NA,Work For Someone Else,33,25,College Degree,Female,Middle,NA,White
550,2004,NA,Work For Someone Else,30,NA,Some College,Male,Working,NA,White
551,2004,NA,Work For Someone Else,57,27,Grad/Prof Degree,Female,Middle,NA,White
552,2004,3,Work For Someone Else,49,30,College Degree,Male,Middle,3,White
553,2004,NA,Work For Someone Else,44,18,HS Diploma,Male,Working,NA,Black
554,2004,1,Work For Someone Else,34,33,HS Diploma,Male,Middle,3,White
555,2004,4,Work For Someone Else,31,NA,College Degree,Male,Working,1,Hispanic
556,2004,1,Self Employed,45,20,HS Diploma,Female,Working,1,White
557,2004,NA,Work For Someone Else,31,20,Some College,Male,Working,NA,Black
558,2004,NA,Self Employed,28,23,HS Diploma,Male,Working,NA,White
559,2004,0,Work For Someone Else,34,27,Some College,Male,Middle,2,Black
560,2004,1,Work For Someone Else,30,22,Some College,Female,Working,2,Black
561,2004,1,Work For Someone Else,19,NA,HS Diploma,Female,Working,0,Black
562,2004,NA,Work For Someone Else,29,22,College Degree,Male,Working,NA,White
563,2004,0,Work For Someone Else,33,33,College Degree,Male,Working,4,White
564,2004,1,Work For Someone Else,31,17,HS Diploma,Male,Middle,3,White
565,2004,NA,Work For Someone Else,28,NA,Grad/Prof Degree,Male,Upper,NA,White
566,2004,4,Work For Someone Else,38,25,HS Diploma,Male,Working,1,Black
567,2004,8,Work For Someone Else,30,28,College Degree,Female,Upper,0,Black
568,2004,3,Work For Someone Else,50,NA,Grad/Prof Degree,Male,Middle,6,White
569,2004,1,Work For Someone Else,24,NA,College Degree,Male,Middle,3,White
570,2004,NA,Work For Someone Else,49,NA,HS Diploma,Male,Lower,NA,White
571,2004,NA,Self Employed,38,NA,HS Diploma,Male,Working,NA,White
572,2004,6,Self Employed,44,21,College Degree,Male,Middle,4,White
573,2004,NA,Work For Someone Else,45,NA,HS Diploma,Male,Working,NA,White
574,2004,NA,Work For Someone Else,38,19,HS Diploma,Female,Working,NA,White
575,2004,NA,Work For Someone Else,79,20,HS Diploma,Female,Working,NA,White
576,2004,NA,Self Employed,63,25,Less Than HS,Male,Middle,NA,White
577,2004,0,Work For Someone Else,33,17,Less Than HS,Female,Working,5,Hispanic
578,2004,NA,Work For Someone Else,32,NA,Less Than HS,Male,Working,NA,White
579,2004,0,Work For Someone Else,27,18,HS Diploma,Male,Working,0,Hispanic
580,2004,0,Self Employed,45,NA,HS Diploma,Male,Middle,0,Hispanic
581,2004,NA,Work For Someone Else,28,18,Less Than HS,Male,Working,NA,Hispanic
582,2004,2,Work For Someone Else,49,24,College Degree,Male,Working,4,White
583,2004,NA,Work For Someone Else,62,NA,Some College,Male,Working,NA,White
584,2004,NA,Work For Someone Else,30,23,Some College,Male,Working,NA,Hispanic
585,2004,NA,Work For Someone Else,59,20,Grad/Prof Degree,Male,Middle,NA,Black
586,2004,NA,Work For Someone Else,23,22,Some College,Male,Middle,NA,White
587,2004,5,Work For Someone Else,44,15,HS Diploma,Female,Working,1,Black
588,2004,NA,Work For Someone Else,38,22,Less Than HS,Male,Working,NA,Hispanic
589,2004,1,Work For Someone Else,28,NA,HS Diploma,Male,Working,1,White
590,2004,0,Work For Someone Else,50,32,HS Diploma,Male,Working,4,White
591,2004,NA,Work For Someone Else,33,23,HS Diploma,Male,Working,NA,Black
592,2004,NA,Work For Someone Else,40,19,HS Diploma,Female,Working,NA,White
593,2004,0,Work For Someone Else,26,NA,College Degree,Male,Working,0,Hispanic
594,2004,NA,Work For Someone Else,34,NA,Grad/Prof Degree,Female,Middle,NA,White
595,2004,1,Work For Someone Else,24,NA,College Degree,Male,Middle,2,White
596,2004,NA,Work For Someone Else,28,28,College Degree,Female,Middle,NA,White
597,2004,NA,Work For Someone Else,48,31,HS Diploma,Male,Lower,NA,Hispanic
598,2004,5,Work For Someone Else,26,NA,College Degree,Male,Middle,7,White
599,2004,1,Work For Someone Else,64,NA,Less Than HS,Male,Middle,1,Black
600,2004,NA,Work For Someone Else,41,NA,HS Diploma,Female,Middle,NA,Black
601,2004,NA,Work For Someone Else,37,21,HS Diploma,Male,Working,NA,Black
602,2004,NA,Work For Someone Else,28,17,HS Diploma,Female,Working,NA,Hispanic
603,2004,3,Work For Someone Else,57,NA,College Degree,Female,Middle,6,Black
604,2004,1,Work For Someone Else,59,NA,College Degree,Female,Middle,4,Black
605,2004,NA,Self Employed,64,23,Grad/Prof Degree,Female,Middle,NA,White
606,2004,NA,Work For Someone Else,32,NA,HS Diploma,Male,Working,NA,White
607,2004,NA,Work For Someone Else,40,32,College Degree,Male,Middle,NA,White
608,2004,2,Work For Someone Else,66,18,Some College,Male,Middle,2,White
609,2004,NA,Work For Someone Else,28,NA,College Degree,Male,Middle,NA,White
610,2004,0,Work For Someone Else,42,27,College Degree,Female,Middle,0,Other
611,2004,0,Work For Someone Else,41,NA,College Degree,Male,Middle,0,White
612,2004,NA,Work For Someone Else,28,26,Grad/Prof Degree,Male,Upper,NA,White
613,2004,NA,Work For Someone Else,50,38,Grad/Prof Degree,Male,Middle,NA,White
