"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"621140","Man",1,1,"Often","30-49","College Grad+","White","Some","Conservative",2
"621474","Woman",1,0,"Often","50-64","College Grad+","White","Not too much","Very Conservative",2
"622469","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",1
"622762","Woman",1,1,"Often","30-49","College Grad+","White","A lot","Liberal",2
"622962","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Liberal",2
"622978","Woman",1,1,"Often","30-49","College Grad+","White","Some","Very Liberal",1
"623624","Man",1,1,"Sometimes","65+","Some College","White","Some","Moderate",2
"623650","Woman",1,1,"Never","30-49","Some College","White","Not at all","Moderate",2
"623673","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"623716","Man",0,0,"Never","65+","Some College","White","Not at all","Liberal",2
"623757","Man",1,1,"Often","50-64","College Grad+","White","Not too much","Moderate",1
"623762","Man",1,1,"Often","30-49","College Grad+","White","A lot","Moderate",1
"623771","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","Not too much","Conservative",2
"624621","Man",0,0,"Rarely","50-64","College Grad+","White","Not at all","Liberal",1
"624681","Man",1,0,"Sometimes","65+","HS Grad or Less","White","Not too much","Moderate",2
"625237","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"625291","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"625560","Man",1,1,"Rarely","30-49","College Grad+","White","Not at all","Very Conservative",2
"625783","Man",0,0,"Never","65+","Some College","White","Not at all","Very Conservative",2
"625940","Man",0,0,"Never","65+","College Grad+","White","Not at all","Very Liberal",1
"626046","Man",NA,1,"Rarely","30-49","College Grad+","White","Not too much","Liberal",2
"626152","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Very Liberal",1
"626287","Woman",1,0,"Never","30-49","College Grad+","White","Not too much","Very Liberal",1
"626293","Man",1,1,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",2
"626361","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",2
"626763","Woman",0,0,"Never","65+","College Grad+","Hispanic","Not at all","Moderate",1
"627004","Man",1,0,"Rarely","50-64","Some College","White","Not too much","Moderate",1
"627171","Woman",1,0,"Sometimes","65+","Some College","White","Not too much","Liberal",1
"627600","Man",1,1,"Sometimes","30-49","College Grad+","Asian","Some","Conservative",2
"627791","Man",1,1,"Rarely","30-49","College Grad+","Hispanic","Not at all","Very Liberal",1
"627833","Man",1,1,"Often","30-49","College Grad+","Asian","Not at all","Moderate",1
"628033","Man",1,1,"Rarely","50-64","College Grad+","White","Not too much","Moderate",1
"628369","Woman",1,1,"Rarely","30-49","College Grad+","White","Not too much","Liberal",1
"629168","Man",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"630181","Woman",1,0,"Rarely","65+","Some College","White","Not too much","Liberal",2
"630736","Woman",1,0,"Rarely","65+","Some College","White","Not at all","Conservative",2
"630914","Man",0,1,"Never","30-49","Some College","White","Not at all","Moderate",2
"631559","Man",1,0,"Never","65+","College Grad+","White","Not too much","Moderate",2
"632112","Man",0,0,"Never","50-64","Some College","Other","Not at all","Moderate",2
"632232","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Conservative",1
"632751","Man",1,1,"Sometimes","30-49","College Grad+","Black","Not too much","Liberal",1
"633032","Woman",1,1,"Sometimes","50-64","College Grad+","White","Not too much","Conservative",2
"633392","Woman",0,0,"Never","18-29","Some College","White","Not too much","Liberal",2
"633508","Man",1,0,"Rarely","30-49","College Grad+","White","Not at all","Moderate",2
"633723","Man",0,0,"Sometimes","30-49","College Grad+","Other","Not too much","Moderate",1
"634161","Woman",1,0,"Rarely","65+","College Grad+","White","Some","Moderate",1
"634778","Man",1,1,"Rarely","50-64","HS Grad or Less","White","Not too much","Conservative",2
"636473","Man",1,0,"Never","30-49","HS Grad or Less","Black","Not too much","Very Conservative",2
"636675","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Moderate",2
"637024","Man",1,1,"Often","18-29","College Grad+","Black","Some","Moderate",2
"638376","Woman",1,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"639116","Man",1,0,"Never","65+","College Grad+","White","Not at all","Moderate",2
"639274","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"639440","Woman",1,1,"Sometimes","65+","Some College","Black","Not at all","Moderate",2
"639484","Man",1,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"639638","Woman",1,0,"Sometimes","65+","College Grad+","White","Some","Very Liberal",2
"639687","Woman",0,1,"Often","30-49","College Grad+","Hispanic","A lot","Very Liberal",1
"642208","Man",1,0,"Sometimes","50-64","Some College","White","Not too much","Conservative",2
"642225","Man",1,1,"Often","50-64","Some College","White","A lot","Liberal",2
"642888","Woman",0,0,"Never","30-49","College Grad+","Other","Not at all","Conservative",1
"643431","Man",1,1,"Never","65+","College Grad+","White","Not at all","Conservative",2
"643728","Man",1,0,"Often","30-49","College Grad+","White","Some","Moderate",2
"644602","Man",1,1,"Sometimes","30-49","Some College","White","Not too much","Conservative",2
"644610","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","Some","Moderate",1
"645020","Man",1,0,"Rarely","50-64","College Grad+","White","Not at all","Conservative",2
"645663","Man",1,0,"Often","65+","HS Grad or Less","White","Not at all","Very Conservative",2
"645732","Man",1,0,"Sometimes","50-64","College Grad+","White","Not at all","Very Conservative",2
"645909","Woman",1,0,"Sometimes","30-49","Some College","White","Not at all","Moderate",2
"645972","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Conservative",2
"646163","Man",0,1,"Often","30-49","College Grad+","White","A lot","Conservative",2
"646386","Man",1,1,"Sometimes","65+","HS Grad or Less","White","A lot","Conservative",2
"648758","Man",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"648896","Man",0,0,"Rarely","65+","College Grad+","White","Not too much","Very Liberal",2
"649196","Man",0,0,"Sometimes","65+","Some College","Black","Some","Liberal",1
"649446","Man",1,1,"Rarely","50-64","College Grad+","White","Not too much","Moderate",2
"649847","Man",1,0,"Rarely","50-64","Some College","White","Not at all","Moderate",2
"649944","Woman",1,NA,"Sometimes","50-64","Some College","Black","Not too much","Moderate",2
"649965","Man",1,0,"Sometimes","65+","HS Grad or Less","White","Some","Very Liberal",1
"650165","Woman",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"650756","Woman",1,0,"Rarely","65+","Some College","White","Not too much","Conservative",2
"650852","Man",1,1,"Sometimes","65+","Some College","White","Not at all","Conservative",2
"651351","Other",0,0,"Rarely","30-49","College Grad+","White","Not at all","Liberal",2
"651381","Woman",0,0,"Never","65+","HS Grad or Less","White","Not too much","Moderate",2
"651421","Man",1,1,"Sometimes","30-49","HS Grad or Less","White","Not at all","Liberal",1
"651578","Man",0,0,"Never","65+","Some College","White","Not too much","Very Conservative",2
"652059","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",1
"652173","Man",1,0,"Never","50-64","College Grad+","White","Not at all","Liberal",1
"652222","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Moderate",1
"652624","Woman",0,0,"Never","65+","College Grad+","White","Not too much","Very Liberal",2
"652882","Man",1,0,"Rarely","30-49","Some College","White","Not at all","Moderate",2
"653477","Man",1,0,"Sometimes","50-64","HS Grad or Less","White","Not too much","Conservative",2
"653635","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",1
"653764","Man",1,1,"Rarely","65+","College Grad+","White","Not at all","Moderate",2
"653904","Woman",1,0,"Sometimes","65+","Some College","White","Some","Very Conservative",2
"653972","Other",1,1,"Often","30-49","Some College","Hispanic","Not too much","Liberal",1
"654147","Man",1,1,"Often","30-49","Some College","Black","A lot","Liberal",1
"654498","Woman",1,0,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"654956","Man",1,0,"Rarely","30-49","College Grad+","White","Not too much","Conservative",2
"655082","Woman",0,0,"Never","65+","Some College","White","Not at all","Liberal",1
"655386","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Very Conservative",2
"655988","Man",1,0,"Rarely","65+","College Grad+","Asian","Not too much","Moderate",1
"656310","Woman",1,0,"Sometimes","50-64","College Grad+","White","Some","Very Conservative",2
"656538","Man",1,0,"Sometimes","65+","College Grad+","White","Not too much","Conservative",2
"656890","Man",1,0,"Sometimes","30-49","College Grad+","White","Some","Very Conservative",2
"656909","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Liberal",2
"656995","Woman",1,0,"Rarely","50-64","Some College","Hispanic","Not at all","Liberal",1
"657458","Man",1,0,"Rarely","65+","College Grad+","White","Not too much","Very Liberal",1
"657786","Woman",1,0,"Rarely","50-64","Some College","White","Not at all","Moderate",1
"658382","Man",1,0,"Never","30-49","Some College","Hispanic","Not at all","Moderate",2
"658476","Woman",1,0,"Sometimes","50-64","HS Grad or Less","White","Not at all","Conservative",1
"658634","Man",1,0,"Never","50-64","Some College","White","Not too much","Very Liberal",1
"658651","Man",1,1,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"659049","Man",0,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",2
"659101","Man",0,0,"Never","30-49","College Grad+","White","Not at all","Very Liberal",2
"659269","Man",1,NA,"Often","65+","HS Grad or Less","White","Some","Moderate",1
"659397","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Moderate",2
"659421","Man",1,0,"Never","30-49","College Grad+","White","Not at all","Liberal",1
"659504","Woman",1,1,"Often","30-49","College Grad+","White","Some","Moderate",2
"659651","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"659735","Woman",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Moderate",2
"660014","Man",1,0,"Sometimes","30-49","College Grad+","White","Not at all","Moderate",2
"660532","Man",0,0,"Never","65+","College Grad+","White","Not at all","Moderate",2
"661080","Woman",1,0,"Rarely","65+","Some College","White","Not too much","Moderate",2
"661138","Man",1,1,"Rarely","50-64","College Grad+","Black","Not too much","Moderate",1
"661214","Man",1,1,"Rarely","30-49","College Grad+","White","Not too much","Liberal",1
"661239","Man",1,1,"Never","50-64","College Grad+","White","Not at all","Conservative",2
"661671","Woman",1,0,"Rarely","65+","HS Grad or Less","White","Some","Conservative",2
"661771","Woman",1,0,"Rarely","65+","College Grad+","White","Not at all","Liberal",1
"662256","Woman",1,0,"Never","50-64","Some College","White","Not at all","Conservative",1
"662351","Man",0,0,"Sometimes","18-29","Some College","White","Not too much","Moderate",2
"662436","Man",1,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"663767","Woman",1,0,"Never","65+","Some College","White","Not at all","Moderate",1
"663768","Woman",1,1,"Rarely","30-49","College Grad+","White","Not too much","Moderate",1
"664150","Man",1,NA,"Sometimes","50-64","Some College","Hispanic","Some","Moderate",1
"664380","Man",0,0,"Never","50-64","College Grad+","White","Not at all","Moderate",1
"664736","Man",1,0,"Often","50-64","College Grad+","White","A lot","Conservative",2
"664790","Man",0,0,"Never","50-64","Some College","White","Not at all","Liberal",2
"664892","Woman",1,1,"Rarely","50-64","Some College","White","Not too much","Moderate",1
"664996","Man",0,0,"Often","30-49","College Grad+","White","Some","Liberal",1
"665303","Woman",1,0,"Sometimes","30-49","Some College","White","Not too much","Moderate",2
"665456","Woman",1,0,"Never","30-49","College Grad+","White","Not at all","Liberal",2
"665734","Man",0,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"665861","Man",1,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"666547","Man",1,1,"Sometimes","50-64","HS Grad or Less","Hispanic","Not too much","Moderate",2
"666952","Man",0,0,"Never","65+","Some College","White","Not too much","Conservative",2
"667584","Man",0,1,"Often","50-64","College Grad+","Hispanic","A lot","Conservative",2
"667611","Man",0,0,"Never","65+","College Grad+","White","Not at all","Conservative",2
"668019","Man",1,0,"Sometimes","30-49","College Grad+","White","Not too much","Liberal",1
"668132","Other",1,1,"Sometimes","30-49","Some College","White","Some","Very Liberal",1
"668249","Man",1,0,"Sometimes","30-49","College Grad+","White","A lot","Liberal",1
"668643","Man",1,0,"Never","65+","College Grad+","White","Not at all","Very Conservative",2
"668723","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Very Conservative",2
"669732","Woman",NA,0,"Sometimes","50-64","College Grad+","Black","Not at all","Very Conservative",1
"669967","Woman",1,0,"Never","65+","Some College","White","Not too much","Moderate",1
"670311","Other",0,0,"Never","30-49","Some College","Asian","Not at all","Liberal",1
"670803","Woman",1,1,"Sometimes","30-49","College Grad+","Black","Not too much","Very Liberal",2
"671060","Man",1,1,"Often","30-49","College Grad+","White","Some","Very Liberal",1
"671949","Man",1,1,"Often","30-49","College Grad+","Asian","Some","Moderate",1
"672012","Man",0,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",1
"672074","Woman",0,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"672507","Man",NA,NA,"Sometimes","50-64","College Grad+","White","Not too much","Moderate",2
"672514","Man",1,0,"Rarely","30-49","Some College","White","Not at all","Conservative",2
"672767","Man",1,0,"Never","65+","College Grad+","White","Not at all","Moderate",2
"672976","Man",1,0,"Never","30-49","Some College","White","Not at all","Moderate",2
"673054","Woman",0,0,"Sometimes","50-64","College Grad+","White","Not at all","Very Conservative",2
