"age","born","opwlth","oppared","opeduc","opclout","oprace","oprelig","opsex","yearsusa","ophrdwrk_essential","opknow_essential"
22,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Native","Essential","Very Important","Very Important","Essential","Very Important","Very Important","Fairly Important",NA,0,1
37,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Native","Not Very Important","Very Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
38,"Immigrant",NA,NA,NA,NA,NA,NA,NA,22,NA,NA
88,"Immigrant",NA,NA,NA,NA,NA,NA,NA,67,NA,NA
67,"Native","Fairly Important","Very Important","Essential","Fairly Important","Fairly Important","Fairly Important","Not Very Important",NA,1,0
55,"Native","Not Important At All","Not Important At All","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
54,"Native","Not Important At All","Not Important At All","Fairly Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
72,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Native","Very Important","Fairly Important","Very Important","Very Important","Not Important At All","Fairly Important",NA,NA,1,0
63,"Native","Very Important","Very Important","Essential","Not Very Important","Very Important","Fairly Important","Fairly Important",NA,0,0
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"Native","Not Very Important","Not Very Important","Fairly Important","Not Very Important","Not Very Important",NA,"Not Important At All",NA,0,0
39,"Native","Not Very Important","Very Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
75,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Native","Very Important","Not Important At All","Essential","Not Important At All",NA,"Not Important At All",NA,NA,0,0
19,"Immigrant",NA,NA,NA,NA,NA,NA,NA,5,NA,NA
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native","Not Very Important","Essential","Essential","Not Very Important","Not Important At All","Fairly Important","Not Important At All",NA,1,1
43,"Native","Essential","Essential","Essential","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
24,"Native","Fairly Important","Fairly Important","Essential","Not Very Important","Essential","Not Important At All",NA,NA,1,0
46,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Native","Fairly Important","Very Important","Very Important","Not Important At All","Fairly Important","Not Very Important","Very Important",NA,1,0
40,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"Native","Not Very Important","Very Important","Essential","Not Very Important","Not Important At All","Very Important","Fairly Important",NA,1,0
53,"Native","Essential","Fairly Important","Fairly Important","Essential","Not Important At All","Not Important At All","Not Important At All",NA,1,1
23,"Native","Not Important At All","Very Important","Very Important","Not Very Important","Not Important At All","Not Very Important","Very Important",NA,0,0
28,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Native","Essential","Essential","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
NA,"Native","Very Important","Very Important","Very Important","Essential","Not Important At All","Not Important At All","Not Important At All",NA,1,1
63,"Immigrant",NA,NA,NA,NA,NA,NA,NA,42,NA,NA
26,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Native","Not Very Important",NA,"Fairly Important",NA,"Not Very Important","Not Very Important","Not Very Important",NA,0,0
68,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Native","Fairly Important",NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Native","Fairly Important","Fairly Important","Essential","Fairly Important","Fairly Important","Fairly Important","Fairly Important",NA,1,0
40,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Native","Not Important At All","Fairly Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,1
43,"Native","Not Important At All","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"Immigrant",NA,"Fairly Important","Very Important",NA,NA,NA,NA,44,0,NA
65,"Immigrant",NA,NA,NA,NA,NA,NA,NA,9,NA,NA
34,"Native","Very Important","Fairly Important","Essential","Very Important","Fairly Important","Not Very Important","Very Important",NA,1,0
59,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Not Important At All",NA,0,0
74,"Native","Fairly Important","Very Important","Essential","Fairly Important","Very Important","Fairly Important","Very Important",NA,1,0
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Native","Very Important","Very Important","Very Important","Fairly Important","Fairly Important","Fairly Important","Fairly Important",NA,1,0
NA,"Native","Fairly Important","Very Important","Very Important","Fairly Important","Fairly Important","Not Important At All","Not Important At All",NA,0,1
54,"Native","Not Important At All","Fairly Important","Essential","Not Important At All","Not Very Important","Not Important At All","Not Very Important",NA,1,0
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native","Fairly Important","Very Important","Essential","Not Very Important","Fairly Important","Not Important At All","Fairly Important",NA,1,0
34,"Native","Fairly Important","Fairly Important","Essential","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,1,0
70,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native","Fairly Important","Very Important","Essential","Not Very Important","Fairly Important","Not Very Important","Not Very Important",NA,0,0
72,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"Native","Very Important","Very Important","Essential","Very Important","Very Important","Not Very Important","Fairly Important",NA,1,1
73,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
85,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Essential",NA,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
74,"Native","Not Very Important","Fairly Important","Fairly Important",NA,"Not Very Important","Not Important At All","Not Very Important",NA,0,NA
42,"Native","Very Important","Fairly Important","Essential","Very Important","Not Very Important","Not Very Important","Not Very Important",NA,1,0
41,"Native","Very Important","Very Important","Essential","Fairly Important","Very Important","Fairly Important","Fairly Important",NA,1,0
32,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native","Not Very Important","Not Very Important","Fairly Important","Not Important At All","Not Very Important","Not Very Important","Fairly Important",NA,0,0
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Native","Not Important At All","Fairly Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
75,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Native","Not Very Important","Fairly Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
58,"Immigrant",NA,"Very Important","Very Important","Not Important At All","Very Important","Essential",NA,30,1,0
57,"Immigrant","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Very Important","Not Important At All","Not Important At All",44,0,0
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Native","Fairly Important","Fairly Important","Very Important",NA,NA,NA,NA,NA,0,0
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native","Fairly Important","Very Important","Very Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
59,"Native","Not Very Important","Essential","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Native","Not Very Important","Not Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
29,"Native","Very Important","Very Important","Essential","Fairly Important","Fairly Important",NA,NA,NA,1,0
44,"Native","Very Important","Fairly Important","Fairly Important","Essential","Very Important","Not Very Important","Essential",NA,0,1
71,"Native","Not Important At All","Fairly Important","Essential","Not Important At All",NA,"Not Important At All","Not Important At All",NA,1,0
37,"Native","Very Important","Fairly Important","Essential","Fairly Important","Very Important","Not Very Important","Fairly Important",NA,0,1
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native","Very Important","Not Very Important","Not Very Important","Not Very Important",NA,NA,"Very Important",NA,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Not Very Important",NA,0,0
21,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
69,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Native","Not Very Important","Very Important","Essential","Not Very Important","Not Very Important","Not Very Important","Not Important At All",NA,0,0
40,"Native","Fairly Important","Fairly Important","Fairly Important","Fairly Important",NA,NA,"Not Important At All",NA,0,0
34,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Native","Not Very Important","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Fairly Important",NA,1,0
38,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native","Not Very Important","Very Important","Very Important","Not Very Important","Fairly Important","Not Important At All","Not Very Important",NA,0,0
66,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Not Very Important",NA,1,0
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Native","Not Very Important","Not Very Important","Very Important","Not Very Important",NA,"Not Important At All","Not Important At All",NA,1,0
45,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Immigrant",NA,NA,NA,NA,NA,NA,NA,53,NA,NA
22,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Native","Very Important","Very Important","Essential","Fairly Important",NA,NA,NA,NA,1,0
27,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,1
46,"Immigrant",NA,NA,NA,NA,NA,NA,NA,40,NA,NA
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Immigrant","Fairly Important","Not Very Important",NA,"Fairly Important",NA,"Essential","Essential",26,1,0
36,"Native","Very Important","Very Important","Very Important","Not Very Important","Very Important","Not Very Important","Fairly Important",NA,0,0
20,"Native","Not Very Important","Fairly Important","Essential",NA,"Not Very Important","Not Important At All","Not Important At All",NA,1,NA
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Very Important","Fairly Important","Very Important",NA,0,0
70,"Native","Very Important","Essential","Essential","Not Very Important","Fairly Important","Fairly Important","Fairly Important",NA,1,0
60,"Native","Very Important","Fairly Important","Essential","Not Very Important","Very Important","Not Very Important","Very Important",NA,1,0
32,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native","Not Important At All","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,NA
75,"Immigrant","Not Important At All","Fairly Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",41,1,0
NA,"Immigrant","Not Very Important","Very Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Very Important",8,0,0
49,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Not Important At All",NA,0,0
51,"Native","Not Very Important","Not Very Important","Very Important","Not Very Important","Not Important At All","Very Important","Essential",NA,0,0
NA,"Native","Very Important","Very Important","Essential",NA,NA,NA,NA,NA,1,0
59,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"Native","Not Important At All","Not Very Important","Fairly Important","Not Important At All","Fairly Important","Not Very Important","Fairly Important",NA,1,0
73,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"Native","Very Important","Very Important","Very Important","Fairly Important","Not Important At All","Not Very Important","Not Important At All",NA,1,1
59,"Native","Very Important","Very Important","Essential","Very Important","Not Very Important","Not Very Important","Fairly Important",NA,0,1
30,"Native",NA,"Very Important","Essential",NA,"Not Important At All","Not Important At All","Not Important At All",NA,1,0
76,"Native","Not Very Important","Not Important At All","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
48,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Native","Fairly Important","Very Important","Fairly Important","Fairly Important","Not Very Important","Fairly Important","Not Important At All",NA,1,0
47,"Native","Not Very Important","Not Very Important","Very Important","Not Important At All","Fairly Important","Not Important At All","Fairly Important",NA,0,0
80,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Native","Not Very Important","Not Very Important","Very Important","Fairly Important","Not Important At All","Fairly Important","Not Very Important",NA,1,0
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Immigrant","Essential","Essential","Essential","Fairly Important","Not Important At All","Not Important At All","Not Important At All",50,1,0
32,"Native","Very Important","Very Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
33,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
30,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Immigrant","Essential","Essential","Essential","Essential","Very Important","Very Important","Very Important",18,1,1
39,"Immigrant",NA,NA,NA,NA,NA,NA,NA,22,NA,NA
35,"Immigrant",NA,NA,NA,NA,NA,NA,NA,34,NA,NA
