"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
234462,"Punish","Too little time",0.403792943395848,"Some College","Middle Atlantic","Very Conservative","Man","White"
234741,"Punish","About the right amount",0.551443959904734,"Some College","Middle Atlantic","Moderate","Man","White"
234783,"Punish","About the right amount",0.64382394436257,"Some College","Middle Atlantic","Conservative","Man","White"
235086,"Punish","About the right amount",0.298302138818807,"Postgraduate","Middle Atlantic","Conservative","Man","White"
235304,"Accountable","Too little time",0.732879010902448,"High School Graduate","New England","Moderate","Woman","White"
235397,"Punish","Too little time",0.42489390437785,"Some College","East North Central","Moderate","Man","White"
235578,"Accountable","Too much time",0.279978880649985,"Postgraduate","Mountain","Conservative","Man","Hispanic"
235839,"Punish","Too little time",0.451768275189418,"Associate's Degree","Mountain","Conservative","Woman","White"
236140,"Accountable","Too little time",0.341662912092103,"Postgraduate","Mountain","Liberal","Woman","White"
236237,"Punish","About the right amount",0.309134604294783,"Associate's Degree","South Atlantic","Moderate","Woman","White"
236265,"Accountable","About the right amount",0.860032931853489,"Postgraduate","Middle Atlantic","Moderate","Woman","White"
236370,"Punish","Too little time",1.01213991323276,"Some College","West North Central","Very Conservative","Woman","White"
237091,"Punish","Too little time",0.421332018086548,"College graduate","Pacific","Moderate","Woman","White"
238002,"Punish","Too little time",0.619000272374543,"College graduate","New England","Conservative","Woman","White"
238030,"Accountable","Too much time",0.351052285361035,"Some College","East North Central","Liberal","Man","White"
238140,"Punish","Too little time",0.246541138949447,"Associate's Degree","South Atlantic","Very Conservative","Man","White"
238619,"Punish","Too little time",0.249088998531587,"Postgraduate","South Atlantic","Very Conservative","Woman","White"
238840,"Accountable","Too little time",0.519060034400224,"College graduate","Mountain","Conservative","Woman","White"
239009,"Accountable","Too little time",0.877393119700958,"Some College","South Atlantic","Conservative","Woman","White"
239268,"Accountable","About the right amount",0.572491486443353,"Some College","East South Central","Liberal","Woman","White"
239382,"Accountable","Too much time",0.456712429251152,"College graduate","West South Central","Liberal","Woman","Other"
239985,"Punish","About the right amount",0.39991690668931,"College graduate","West South Central","Moderate","Woman","White"
243060,"Punish","Too little time",0.389088514391168,"Postgraduate","Pacific","Conservative","Man","White"
243528,"Accountable","About the right amount",0.31369869662776,"Postgraduate","East South Central","Liberal","Man","White"
244331,"Accountable","About the right amount",0.182033141897142,"College graduate","South Atlantic","Conservative","Man","White"
245863,"Punish","Too little time",0.507699593924008,"Some College","South Atlantic","Conservative","Woman","White"
246537,"Accountable","Too much time",0.335613242031787,"Some College","South Atlantic","Moderate","Woman","White"
247938,"Punish","Too much time",0.436841149107718,"College graduate","South Atlantic","Moderate","Woman","White"
248996,"Punish","About the right amount",0.363128461457016,"Some College","West North Central","Conservative","Woman","White"
274171,"Punish","Too little time",0.379086728608169,"College graduate","West South Central","Very Conservative","Man","White"
274495,"Punish","About the right amount",0.398367736290136,"College graduate","West North Central","Moderate","Man","White"
274630,"Punish","About the right amount",0.374653135008436,"Postgraduate","Middle Atlantic","Conservative","Man","White"
274825,"Punish","Too little time",0.43930858143738,"Postgraduate","Mountain","Liberal","Man","White"
275824,"Punish","Too much time",0.344210830916233,"Postgraduate","South Atlantic","Moderate","Man","White"
276645,"Punish","Too much time",1.19698248820159,"Less Than High School","West South Central","Liberal","Woman","Hispanic"
278114,"Accountable","About the right amount",0.53953445750008,"College graduate","East North Central","Conservative","Woman","White"
278702,"Punish","Too little time",0.421545673489596,"Associate's Degree","West South Central","Conservative","Woman","White"
279292,"Punish","About the right amount",0.634256186419694,"College graduate","East North Central","Conservative","Woman","White"
279766,"Accountable","Too much time",0.447810929048411,"College graduate","East North Central","Conservative","Woman","White"
279894,"Accountable","About the right amount",0.507765960045426,"Some College","West North Central","Moderate","Woman","White"
280034,"Accountable","Too little time",1.03126453668094,"Some College","Middle Atlantic","Moderate","Man","Black"
280823,"Accountable","About the right amount",0.385268364440824,"Postgraduate","West South Central","Conservative","Man","White"
280916,"Punish","Too much time",0.410992931268977,"Some College","East North Central","Moderate","Man","White"
281163,"Punish","About the right amount",0.485674297521096,"Some College","Pacific","Conservative","Woman","White"
281718,"Punish","Too much time",0.313019568673596,"College graduate","East North Central","Moderate","Man","White"
281929,"Accountable","About the right amount",0.424919246458198,"Some College","South Atlantic","Very Liberal","Woman","Black"
281944,"Punish","About the right amount",0.439764507439066,"Postgraduate","Middle Atlantic","Moderate","Woman","White"
281969,"Punish","Too much time",0.922720022457099,"High School Graduate","West North Central","Moderate","Man","White"
282245,"Accountable","Too much time",0.1805958967713,"College graduate","New England","Very Liberal","Man","White"
282372,"Accountable","Too much time",0.234663902269347,"College graduate","Pacific","Very Liberal","Woman","White"
282430,"Accountable","Too much time",1.40250937073276,"Some College","East North Central","Liberal","Man","Black"
283820,"Accountable","About the right amount",0.732889034059875,"College graduate","South Atlantic","Conservative","Man","White"
283898,"Accountable","Too little time",0.533387778855647,"Some College","Pacific","Conservative","Man","Hispanic"
283988,"Accountable","Too little time",0.279501871903805,"Postgraduate","Middle Atlantic","Very Conservative","Man","White"
284304,"Accountable","About the right amount",0.399919988481951,"Associate's Degree","East North Central","Moderate","Woman","White"
284378,"Punish","Too little time",0.239414234921914,"College graduate","West North Central","Conservative","Man","White"
285174,"Punish","Too little time",0.275566024664866,"College graduate","Middle Atlantic","Conservative","Man","White"
285556,"Accountable","Too little time",0.399652517810512,"College graduate","East North Central","Very Conservative","Man","White"
285723,"Accountable","About the right amount",1.1541628850669,"Some College","East North Central","Conservative","Woman","White"
285944,"Accountable","Too much time",0.283690953926925,"College graduate","Mountain","Moderate","Woman","White"
286082,"Punish","Too little time",1.7167500169081,"Less Than High School","South Atlantic","Liberal","Woman","White"
286168,"Accountable","Too little time",0.832161237668536,"High School Graduate","West South Central","Conservative","Man","White"
286663,"Accountable","About the right amount",0.352266311114545,"High School Graduate","East North Central","Moderate","Woman","Hispanic"
287086,"Punish","Too much time",0.377363295474738,"College graduate","East North Central","Moderate","Woman","White"
287191,"Punish","Too little time",0.389307812808706,"Some College","Pacific","Conservative","Woman","White"
288489,"Punish","About the right amount",0.31804076106172,"Postgraduate","Middle Atlantic","Very Conservative","Man","Refused"
289200,"Accountable","About the right amount",1.62969217872576,"High School Graduate","East South Central","Liberal","Woman","Asian"
289390,"Accountable","Too little time",0.676933608610072,"Associate's Degree","Middle Atlantic","Conservative","Man","White"
289477,"Accountable","Too little time",0.210518264761726,"College graduate","West North Central","Conservative","Woman","Other"
289868,"Punish","Too much time",0.344223417862291,"Postgraduate","Pacific","Liberal","Woman","White"
290087,"Punish","Too little time",0.398697844747831,"College graduate","East North Central","Conservative","Man","White"
291097,"Accountable","Too little time",0.274174228832432,"Postgraduate","Pacific","Conservative","Man","White"
291347,"Accountable","Too much time",0.24524583061035,"Postgraduate","Mountain","Liberal","Man","White"
291504,"Accountable","About the right amount",0.278487873194319,"Postgraduate","East North Central","Moderate","Woman","White"
292724,"Accountable","About the right amount",0.265028735215632,"Postgraduate","Middle Atlantic","Moderate","Man","White"
292740,"Accountable","Too little time",1.35211523437092,"High School Graduate","South Atlantic","Conservative","Man","White"
