abany,year,class,courts,nateduc,region,born,racehisp,sex,degree,marital,wrkslf
Yes,2010,Middle class,Too harsh,Too little,West,Yes,Black,Male,Bachelor,Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,West,Yes,Black,Male,Bachelor,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,West,Yes,White,Male,Junior college,Div/Sep,Someone else
No,2010,Working class,About right,Too little,West,Yes,Black,Female,High school,Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,West,Yes,White,Male,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,West,Yes,Other,Male,High school,Never Married,Someone else
No,2010,Lower class,NA,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,West,Yes,White,Male,Bachelor,Never Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,West,Yes,White,Female,High school,Never Married,Someone else
Yes,2010,Middle class,Not harsh enough,Too little,West,Yes,White,Male,Bachelor,Never Married,NA
Yes,2010,Middle class,About right,Too little,West,Yes,White,Male,Graduate,Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2010,Middle class,Too harsh,Too little,West,Yes,White,Female,Graduate,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,West,No,Other,Female,High school,Never Married,NA
NA,2010,Lower class,Too harsh,NA,West,Yes,Hispanic,Male,High school,Div/Sep,NA
NA,2010,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,West,Yes,Black,Female,High school,Married,Someone else
NA,2010,Working class,Too harsh,NA,West,Yes,White,Male,High school,Div/Sep,Someone else
Yes,2010,Working class,Not harsh enough,NA,West,Yes,Black,Male,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Never Married,Someone else
Yes,2010,Middle class,Not harsh enough,Too much,West,No,White,Male,Graduate,Married,Someone else
NA,2010,Working class,NA,NA,West,Yes,White,Female,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Never Married,Someone else
No,2010,Working class,Too harsh,NA,West,Yes,Other,Female,High school,Never Married,Someone else
Yes,2010,Middle class,Not harsh enough,Too little,West,No,White,Male,Lt high school,Div/Sep,Self-employed
Yes,2010,Middle class,NA,NA,West,Yes,White,Female,High school,Married,Self-employed
NA,2010,Middle class,About right,Too little,West,Yes,Black,Male,High school,Married,Someone else
Yes,2010,Working class,About right,Too little,West,Yes,White,Male,High school,Married,Someone else
No,2010,Upper class,Not harsh enough,About right,West,Yes,White,Male,Graduate,Married,Self-employed
NA,2010,Upper class,Not harsh enough,Too little,West,No,White,Male,Bachelor,Married,Someone else
Yes,2010,Lower class,Too harsh,Too little,West,Yes,Other,Female,Junior college,Never Married,Someone else
Yes,2010,Middle class,About right,NA,West,Yes,White,Female,Bachelor,Married,Someone else
NA,2010,Middle class,Not harsh enough,NA,West,No,Other,Male,Lt high school,Married,Self-employed
Yes,2010,Middle class,Not harsh enough,Too little,West,Yes,White,Male,Lt high school,Never Married,Someone else
Yes,2010,Middle class,Too harsh,NA,West,Yes,White,Male,Bachelor,Never Married,Someone else
No,2010,Middle class,Not harsh enough,NA,Mid Atlantic,No,White,Male,Graduate,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,NA,Mid Atlantic,No,Other,Female,Lt high school,Widowed,NA
No,2010,Working class,NA,Too little,Mid Atlantic,Yes,White,Female,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,Graduate,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,High school,Married,Someone else
NA,2010,Working class,Too harsh,NA,Mid Atlantic,Yes,Black,Female,High school,Widowed,Someone else
No,2010,NA,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Male,Bachelor,Div/Sep,Someone else
NA,2010,Lower class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Working class,Not harsh enough,About right,Mid Atlantic,No,Black,Female,Bachelor,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,Junior college,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Widowed,Someone else
Yes,2010,Working class,Not harsh enough,NA,Mid Atlantic,No,White,Female,High school,Married,Self-employed
NA,2010,Lower class,Not harsh enough,About right,Mid Atlantic,Yes,Black,Female,Lt high school,Never Married,Someone else
No,2010,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Hispanic,Female,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,About right,Mid Atlantic,Yes,Hispanic,Male,Lt high school,Never Married,Someone else
NA,2010,Upper class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,High school,Widowed,Someone else
No,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,About right,Mid Atlantic,Yes,Black,Male,High school,Never Married,NA
No,2010,Working class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Middle class,About right,Too little,Mid Atlantic,No,Hispanic,Male,High school,Never Married,Someone else
NA,2010,Middle class,Not harsh enough,NA,Mid Atlantic,No,White,Female,High school,Widowed,Someone else
No,2010,Upper class,Not harsh enough,About right,Mid Atlantic,Yes,White,Female,Bachelor,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Middle class,Too harsh,Too little,Mid Atlantic,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Black,Female,Bachelor,Never Married,Someone else
No,2010,Working class,Not harsh enough,About right,Mid Atlantic,No,Hispanic,Female,High school,Widowed,Someone else
Yes,2010,Working class,Too harsh,Too little,Mid Atlantic,Yes,Black,Female,Graduate,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,Lt high school,Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Mid Atlantic,No,Other,Female,High school,Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,Other,Male,Lt high school,Never Married,Self-employed
NA,2010,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Female,Graduate,Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,High school,Div/Sep,Self-employed
Yes,2010,Middle class,Not harsh enough,NA,Mid Atlantic,Yes,White,Male,Bachelor,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Male,Graduate,Never Married,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,Junior college,Married,Someone else
NA,2010,Middle class,Too harsh,NA,Mid Atlantic,Yes,White,Male,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Female,Graduate,Never Married,Someone else
Yes,2010,Middle class,About right,NA,Mid Atlantic,Yes,White,Male,Bachelor,Never Married,Someone else
NA,2010,Middle class,Too harsh,Too little,Mid Atlantic,Yes,Black,Male,Lt high school,Never Married,NA
Yes,2010,Middle class,Too harsh,Too little,Mid Atlantic,Yes,Hispanic,Female,Graduate,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Mid Atlantic,Yes,White,Male,High school,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,NA,Mid Atlantic,Yes,White,Female,Lt high school,Never Married,NA
Yes,2010,Middle class,Not harsh enough,NA,Southeast,Yes,White,Male,High school,Div/Sep,Someone else
NA,2010,Middle class,About right,Too little,Southeast,Yes,White,Female,Bachelor,Married,Self-employed
Yes,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Div/Sep,Self-employed
NA,2010,Middle class,Too harsh,Too little,Southeast,Yes,White,Male,High school,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,Too little,Southeast,Yes,Black,Female,High school,Div/Sep,Someone else
Yes,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,White,Male,Bachelor,Never Married,Someone else
Yes,2010,Working class,Too harsh,Too little,Southeast,Yes,White,Female,Junior college,Married,NA
NA,2010,Working class,Too harsh,Too little,Southeast,Yes,Black,Male,High school,Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,Southeast,No,Hispanic,Male,High school,Married,Someone else
NA,2010,Upper class,Too harsh,NA,Southeast,Yes,Black,Male,Junior college,Div/Sep,Someone else
NA,2010,Middle class,Too harsh,Too little,Southeast,No,Other,Male,High school,Div/Sep,Someone else
Yes,2010,Working class,Too harsh,NA,Southeast,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Female,High school,Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Southeast,No,Black,Male,Lt high school,Div/Sep,Self-employed
No,2010,Working class,About right,Too little,Southeast,No,Hispanic,Male,Lt high school,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Male,High school,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Southeast,No,Hispanic,Male,Lt high school,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Female,High school,Married,Someone else
Yes,2010,Middle class,Not harsh enough,Too little,Southeast,No,White,Male,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,Hispanic,Female,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Female,Bachelor,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Female,High school,Div/Sep,Someone else
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,Hispanic,Female,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,About right,Midwest,Yes,White,Male,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Working class,About right,NA,Midwest,Yes,White,Male,Graduate,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Female,Lt high school,Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Never Married,Someone else
No,2010,Middle class,About right,About right,Midwest,Yes,White,Male,Bachelor,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,Junior college,Married,Someone else
NA,2010,Lower class,About right,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Junior college,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Midwest,Yes,Black,Female,High school,Widowed,Someone else
No,2010,Upper class,Not harsh enough,Too little,Midwest,Yes,Hispanic,Female,High school,Div/Sep,NA
No,2010,Lower class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Working class,Too harsh,NA,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2010,Upper class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Working class,Too harsh,NA,Midwest,Yes,White,Male,High school,Div/Sep,Someone else
NA,2010,Lower class,Not harsh enough,Too little,Midwest,Yes,White,Female,Lt high school,Widowed,NA
Yes,2010,Upper class,Too harsh,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
NA,2010,Middle class,About right,About right,Midwest,Yes,Black,Male,Bachelor,Div/Sep,Someone else
Yes,2010,Middle class,NA,NA,Midwest,Yes,Black,Female,Junior college,Never Married,NA
No,2010,Middle class,Not harsh enough,About right,Midwest,Yes,Black,Female,High school,Married,Someone else
NA,2010,Middle class,NA,NA,Midwest,Yes,White,Male,Bachelor,Married,Self-employed
Yes,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Hispanic,Female,Bachelor,Div/Sep,Someone else
NA,2010,Lower class,About right,About right,Midwest,Yes,White,Male,Lt high school,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Female,Lt high school,Div/Sep,Someone else
Yes,2010,Working class,About right,Too little,Midwest,Yes,White,Male,High school,Never Married,Someone else
Yes,2010,Working class,About right,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Midwest,No,Hispanic,Male,High school,Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Self-employed
No,2010,Middle class,NA,NA,Midwest,Yes,White,Male,Bachelor,Div/Sep,Self-employed
Yes,2010,Middle class,About right,About right,Midwest,Yes,White,Female,Lt high school,Never Married,Someone else
Yes,2010,NA,Too harsh,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2010,Middle class,NA,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Never Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,No,Hispanic,Female,High school,Never Married,Someone else
No,2010,Lower class,Too harsh,NA,Midwest,Yes,Black,Female,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Self-employed
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Female,Lt high school,Married,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Never Married,Someone else
Yes,2010,Lower class,NA,NA,Midwest,Yes,White,Female,High school,Never Married,Someone else
